artist,track_name,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,clusters_km,clusters_agg,clusters_ms
Bhangra Knights vs. Husan,Husan - Radio Edit,"La fête la plus folle, vol. 1 (Spécial soleil 90's Mix)",0.0261,0.679,0.932,5.61e-05,0.386,-4.793,0.032,124.988,0.904,0,5,0
Dombresky,Trust The Process,Trust The Process,0.024,0.603,0.961,0.209,0.34,-4.536,0.0459,126.019,0.694,0,5,0
Alex Lustig,Dive,Dive,0.744,0.724,0.538,0.0829,0.0738,-5.483,0.369,197.877,0.372,4,0,3
Ark Patrol,Let Go,Let Go,0.67,0.47,0.436,0.263,0.294,-10.228,0.0351,81.972,0.0389,3,3,1
Versus,Get Naked,Get Naked,0.00538,0.879,0.707,0.301,0.0919,-9.923,0.17,124.987,0.494,0,0,0
Fallon,Yup - Radio Edit,Yup,0.0182,0.838,0.863,0.00019,0.359,-7.139,0.21,123.995,0.562,0,5,0
Roger That (UK),Work - Shorter Edit,Work (Shorter Edit),0.0214,0.929,0.703,0.057,0.0703,-6.61,0.055,125.988,0.728,0,5,0
Whereisalex,wake up!,wake up!,0.0571,0.635,0.379,0.476,0.114,-7.358,0.0377,84.991,0.039,5,1,0
Kasim Rizvi,highoff,highoff,0.42,0.783,0.488,0.49,0.237,-10.432,0.454,127.021,0.689,4,0,2
Oscar Scheller,Downside,Downside,0.484,0.818,0.534,0.0796,0.101,-12.729,0.103,104.995,0.705,3,1,0
Aves,Gem of the Ocean,Gem of the Ocean,0.0559,0.544,0.491,0.253,0.136,-11.665,0.0396,105.95,0.0922,3,1,0
Declan McKenna,The Key to Life on Earth - TSHA Remix,The Key to Life on Earth (TSHA Remix),0.147,0.761,0.832,0.912,0.0827,-7.905,0.0562,128.003,0.265,5,2,0
Adibanti,Flew The Coop,Adibanti - EP,0.296,0.817,0.537,0.00329,0.249,-6.663,0.0652,125.03,0.485,0,1,0
Nick AM,Fatale,FATALE,0.657,0.792,0.503,2.89e-05,0.164,-9.185,0.392,104.97,0.425,4,0,2
Alastair Lane,Naked In The Water,Naked In The Water,0.509,0.815,0.666,0.344,0.212,-7.525,0.299,115.0,0.803,4,0,0
Please Wait,Cold,Black & White - EP,0.498,0.644,0.414,0.000132,0.0937,-7.151,0.0247,140.031,0.382,3,1,0
Mija,Gypsy Woman (She's Homeless) [House Kitsuné America],Gypsy Woman (She's Homeless) [House Kitsuné America],0.0364,0.667,0.547,0.425,0.115,-12.841,0.0355,122.012,0.182,5,2,0
Nick Murphy,Dangerous - Cleopold Remix,Dangerous EP,0.206,0.728,0.59,0.58,0.255,-9.97,0.0381,118.007,0.17,5,2,0
Olefonken,Ubuntu Tutu,Ubuntu Tutu,0.239,0.875,0.445,0.915,0.102,-11.825,0.0687,110.002,0.263,5,2,0
Amtrac,Accountable,Oddyssey,0.00923,0.796,0.51,0.723,0.0921,-8.394,0.0528,117.991,0.769,5,2,0
Tourist,Elixir,Wild,0.428,0.443,0.767,0.864,0.115,-6.465,0.0407,105.025,0.245,5,2,0
ZΩH,Modular,Escape Everything,0.026,0.5,0.741,0.835,0.13,-12.325,0.0684,199.963,0.135,2,6,3
Mat Zo,Games,Games [UKF10],0.0088,0.534,0.973,0.423,0.111,-2.452,0.0823,171.968,0.347,2,6,3
Friction,Freak,Freak,0.00273,0.408,0.849,3.04e-05,0.139,-5.284,0.0646,174.029,0.15,2,6,3
Gorgon City,Imagination - WEISS Remix,Sirens (Remixes),0.00871,0.856,0.626,0.0395,0.0493,-7.796,0.0461,122.016,0.461,0,1,0
WEISS,Feel My Needs - Gorgon City Remix,Feel My Needs (Gorgon City Remix),0.00043,0.646,0.902,0.906,0.0663,-6.505,0.0428,125.001,0.293,5,2,0
Low Steppa,Sunshine,Boiling Point,0.000471,0.636,0.984,0.134,0.371,-5.572,0.0477,124.013,0.0966,2,6,0
L'Impératrice,Sonate Pacifique,Sonate Pacifique,0.629,0.558,0.538,0.0198,0.424,-8.853,0.0327,99.992,0.254,3,1,0
L'Impératrice,Vanille fraise,Vanille fraise,0.0399,0.767,0.547,0.485,0.0949,-11.458,0.0474,103.03,0.66,5,2,0
L'Impératrice,Peur des filles,Peur des filles,0.0796,0.915,0.408,0.158,0.218,-10.705,0.0868,102.02,0.6,0,1,0
Two Feet,Fire,Fire,0.000162,0.523,0.715,0.0843,0.0805,-6.215,0.0358,190.095,0.663,2,6,0
Manatee Commune,Growing Pains,PDA,0.421,0.707,0.604,0.445,0.166,-9.76,0.0682,95.032,0.234,3,2,0
Catz 'n Dogz,Would You Believe,Friendship,0.152,0.839,0.469,0.0323,0.0629,-10.358,0.0346,118.98,0.472,3,1,0
Race Banyon,Take Me,Take Me,0.0718,0.732,0.609,0.659,0.103,-10.578,0.0438,121.03,0.232,5,2,0
Dua Saleh,Albany - Kim Tee Remix,Nūr - The Remixes,0.0411,0.759,0.458,0.00143,0.102,-8.561,0.048,106.992,0.372,3,1,0
GRAACE,21st Century Love - Douvelle19 Remix,21st Century Love (Douvelle19 Remix),0.0877,0.835,0.747,0.0102,0.168,-7.724,0.141,123.995,0.399,0,1,0
Poté,Lonely,Rose,0.444,0.686,0.513,0.318,0.248,-11.223,0.0542,94.02,0.155,3,2,0
Sans Soucis,Visible,Visible,0.82,0.824,0.379,0.0171,0.111,-11.012,0.0488,114.039,0.794,3,1,0
Astrocolor,Laughter,Hue,0.0458,0.709,0.817,0.0307,0.149,-4.6,0.0348,120.003,0.648,0,5,0
Slater Manzo,Where I Want to Be,Where I Want to Be,0.0271,0.844,0.57,0.0129,0.393,-6.625,0.119,120.995,0.0703,6,1,0
2XM,Leave With You,Leave With You,0.0555,0.648,0.409,0.192,0.0923,-16.127,0.0366,126.035,0.261,3,1,0
Bondax,All Inside (Reprise),Revolve,0.924,0.328,0.436,0.0876,0.682,-12.857,0.119,89.953,0.223,6,4,5
Inner State 81,Honey Eye,A Midsummer Night's Daydream,0.016,0.59,0.547,0.0479,0.185,-10.87,0.268,79.99,0.354,4,0,0
Kamandi,Weekend Crender,Weekend Crender,0.588,0.791,0.734,0.931,0.109,-13.509,0.042,125.011,0.311,5,2,0
Arthur Moon,Infield (Young & Sick Remix),Infield (Young & Sick Remix),0.0352,0.472,0.66,0.416,0.0717,-10.941,0.0629,130.067,0.0308,5,2,0
JVLY,windless,windless,0.0658,0.702,0.494,0.229,0.128,-11.162,0.0469,117.969,0.195,3,1,0
SebastiAn,Run for Me,Thirst,0.0812,0.276,0.538,3.87e-05,0.13,-6.306,0.0546,161.924,0.1,2,6,3
Beauvois,Further Away,Further Away,0.174,0.753,0.557,0.843,0.156,-10.207,0.0385,105.038,0.0392,5,2,0
Black Coffee,Ready For You,Ready For You,0.232,0.648,0.672,0.113,0.1,-9.322,0.0411,99.992,0.178,3,1,0
OMA,Tropic of Capricorn,Tropic of Capricorn,0.308,0.696,0.464,0.908,0.0723,-10.41,0.0393,80.008,0.661,5,2,0
DejaVilla,Feel Me Running Away,Feel Me Running Away,0.724,0.825,0.571,0.0557,0.104,-8.41,0.135,120.006,0.221,3,1,0
RÜFÜS DU SOL,You Were Right,Bloom,0.0136,0.708,0.793,0.00221,0.118,-5.426,0.0342,122.006,0.734,0,5,0
Rhye,Come In Closer,Home,0.385,0.823,0.316,0.415,0.0917,-11.151,0.128,105.987,0.531,3,1,0
MKSTN,Like We Used To,Like We Used To,0.34,0.719,0.47,0.865,0.421,-10.546,0.0445,115.034,0.403,5,2,0
Bearcubs,Overthinking,Early Hours,0.746,0.681,0.378,0.0414,0.131,-10.722,0.119,95.988,0.16,3,1,0
Eli Brown,Searching For Someone - Edit,Searching For Someone,0.000924,0.691,0.984,0.513,0.596,-4.828,0.061,126.979,0.756,6,2,0
FKJ,Vibin' Out,French Kiwi Juice,0.847,0.41,0.169,0.00327,0.117,-11.422,0.0485,89.494,0.208,1,3,1
FKJ,Risk,Risk,0.957,0.761,0.359,0.000143,0.147,-12.326,0.0703,103.069,0.505,3,1,0
FKJ,Skyline,French Kiwi Juice,0.614,0.697,0.433,0.042,0.0901,-9.822,0.052,148.087,0.266,3,1,0
midnight,Archon - snctm. & heine aabφ Remix,Archon,0.712,0.756,0.337,0.000133,0.08,-12.54,0.102,114.864,0.294,3,1,0
Alina Baraz,More Than Enough - Ryan Hemsworth Remix,More Than Enough (Remixes),0.249,0.565,0.416,1.2e-06,0.122,-8.13,0.0834,143.043,0.325,3,1,0
craves,Got 2 Know,Escape Everything,0.589,0.767,0.598,0.0136,0.147,-7.274,0.0684,128.043,0.307,3,1,0
Memblem,Lights,Lights,0.173,0.813,0.537,0.496,0.0734,-7.552,0.103,101.998,0.619,5,2,0
((( O ))),Say It.,((( 2 ))),0.461,0.704,0.481,0.0215,0.115,-7.651,0.0381,145.874,0.492,3,1,0
Galimatias,Laying Low,Laying Low,0.256,0.887,0.38,0.00199,0.159,-8.152,0.111,89.034,0.196,3,1,0
SG Lewis,Chemicals,Chemicals,0.12,0.616,0.854,0.0,0.322,-4.749,0.368,113.982,0.801,4,0,0
Only Emily,Wildflower,Wildflower,0.395,0.73,0.556,0.617,0.13,-10.565,0.0836,119.941,0.407,5,2,0
Medasin,Always Afternoon,Always Afternoon,0.869,0.598,0.357,0.0957,0.27,-12.104,0.0492,75.017,0.168,3,3,1
Chris Lorenzo,Every Morning,Late Checkout,0.00119,0.795,0.981,0.91,0.0519,-4.665,0.0517,128.0,0.666,5,2,0
Eli Brown,Searching For Someone,Searching For Someone,0.000595,0.797,0.94,0.768,0.585,-5.41,0.0672,127.002,0.665,6,2,0
Mtbrd,Do The Thing,Do The Thing,0.00583,0.695,0.87,0.758,0.144,-7.783,0.0856,120.009,0.538,5,2,0
Sonny Fodera,Vibrate,Vibrate,0.00379,0.879,0.924,0.826,0.139,-5.341,0.0689,123.997,0.753,5,2,0
Diplo,On My Mind - MK Remix,On My Mind (MK Remix),0.0281,0.716,0.73,0.608,0.231,-10.022,0.0487,123.021,0.226,5,2,0
Dom Dolla,Take It - Sonny Fodera Remix,Take It (Sonny Fodera Remix),0.0234,0.911,0.971,0.0701,0.164,-5.978,0.0694,123.003,0.686,0,5,0
CamelPhat,Rabbit Hole - Solardo Remix,Rabbit Hole (Solardo Remix),2.11e-05,0.721,0.834,0.572,0.115,-8.661,0.0573,127.004,0.596,5,2,0
SIDEPIECE,Wanna See You,Wanna See You,0.000687,0.891,0.937,0.0387,0.0605,-5.107,0.0562,124.975,0.683,0,5,0
RY X,Howling - Live from the Royal Albert Hall,Live from the Royal Albert Hall,0.812,0.426,0.423,0.545,0.865,-13.572,0.0367,123.964,0.103,6,4,5
John Summit,Illusions,Connected,0.00561,0.807,0.863,0.779,0.0204,-8.288,0.049,126.034,0.31,5,2,0
Chris Lorenzo,Work,Late Checkout,0.00761,0.903,0.936,0.0289,0.0188,-4.947,0.0863,128.0,0.762,0,5,0
Ark Patrol,Entropy,Ark Patrol,0.73,0.523,0.33,0.0833,0.537,-10.417,0.0575,69.984,0.129,3,4,5
Xadi,Mañana,Mañana,0.887,0.62,0.451,0.0,0.101,-9.896,0.157,99.795,0.313,3,1,0
QUIET BISON,Water,Sequence,0.355,0.274,0.662,0.93,0.287,-9.687,0.0559,139.852,0.0394,5,3,3
Glassio,A Million Doubts,For The Very Last Time,0.295,0.5,0.886,0.866,0.105,-6.172,0.043,177.945,0.306,2,6,3
Blutch,Slow Cycle,Gratis,0.137,0.281,0.918,1.86e-05,0.389,-8.197,0.355,81.268,0.357,6,0,3
De Rien,Cali,Cali,0.562,0.627,0.587,0.341,0.107,-10.705,0.0643,168.075,0.714,3,1,0
Snacks,Nobody Else,Nobody Else,0.308,0.84,0.486,0.715,0.0883,-8.714,0.0545,97.019,0.599,5,2,0
Fhin,Trauma,Trauma,0.642,0.569,0.418,0.00351,0.11,-10.187,0.14,134.754,0.142,3,1,0
Natty Reeves,Beyond My Limits,Condition,0.493,0.374,0.265,0.433,0.105,-13.798,0.0767,78.016,0.477,1,3,1
edapollo,Velvia,Endless Cascades,0.298,0.372,0.526,0.885,0.275,-11.851,0.0371,119.646,0.0456,5,3,1
dj poolboi,don't be so hard on yourself,it's good to hear your voice,0.101,0.717,0.52,0.941,0.0732,-9.393,0.0361,100.009,0.178,5,2,0
Waxlife,Breathe,Patterns,0.263,0.893,0.627,0.88,0.109,-12.391,0.0636,119.988,0.398,5,2,0
Coastal,Dusk,Dusk,0.682,0.735,0.303,0.883,0.0964,-19.461,0.0653,105.978,0.0516,1,3,1
Generation Lost,Rainy Day,Frames,0.716,0.617,0.45,0.00937,0.385,-8.02,0.0362,89.975,0.38,3,1,0
James Vincent McMorrow,Headlights,Headlights,0.186,0.842,0.505,0.0537,0.0583,-9.543,0.0857,134.017,0.558,0,1,0
Catching Flies,Satisfied - Edit,Silver Linings,0.0482,0.744,0.593,0.3,0.264,-8.765,0.107,122.05,0.12,5,1,0
RAC,Passion,BOY,0.476,0.777,0.721,0.0512,0.27,-6.951,0.071,106.956,0.88,0,5,0
Elderbrook,Talking,Talking,0.0944,0.897,0.569,0.644,0.108,-9.822,0.0529,114.981,0.415,5,2,0
slenderbodies,anemone,fabulist,0.884,0.854,0.631,0.00999,0.202,-8.197,0.0452,119.986,0.609,3,1,0
Big Wild,Show Me,Show Me,0.418,0.566,0.447,0.00443,0.114,-8.303,0.0372,101.171,0.0394,3,1,0
Flume,The Difference,The Difference,0.255,0.56,0.865,0.000153,0.083,-1.148,0.0909,159.96,0.424,2,5,0
Tourist,We Stayed Up All Night,We Stayed Up All Night,0.214,0.519,0.843,0.000446,0.21,-6.508,0.0431,84.997,0.592,0,1,0
ford.,The Feeling,The Feeling,0.327,0.713,0.669,0.111,0.0984,-9.07,0.141,82.998,0.0399,3,1,0
Slow Magic,Waited 4 U - ODESZA Remix,Waited 4 U (ODESZA Remix),0.077,0.605,0.67,0.0,0.0593,-6.397,0.0481,135.049,0.272,2,6,0
Tourist,Kin,Wild,0.395,0.353,0.727,0.727,0.0926,-8.578,0.0451,113.002,0.0384,5,2,0
49th & Main,Catching Eyes,Catching Eyes,0.843,0.694,0.635,0.00123,0.122,-12.763,0.288,125.966,0.143,3,1,0
Tycho,For How Long,Weather,0.14,0.721,0.562,0.00018,0.121,-9.555,0.0314,127.975,0.513,0,1,0
Adam K,Now,Drew North,0.205,0.748,0.683,0.0119,0.206,-6.136,0.0381,114.022,0.193,0,1,0
Howling,Bind,Colure,0.242,0.699,0.762,0.5,0.14,-11.799,0.0462,114.996,0.492,5,2,0
Peach Body,Boy In Love,Peach Body,0.327,0.674,0.458,0.00494,0.158,-11.336,0.036,116.008,0.217,3,1,0
Feiertag,It's Alright,It's Alright,0.117,0.71,0.707,0.149,0.315,-9.331,0.0376,115.006,0.629,0,5,0
NEL,In Case You Change Your Mind,In Case You Change Your Mind,0.717,0.69,0.182,0.0266,0.113,-14.243,0.0891,107.841,0.393,3,1,0
Nick Mulvey,Begin Again - Little Dragon Remix,Begin Again - EP,0.759,0.861,0.287,8.62e-05,0.0819,-11.759,0.0979,118.973,0.439,3,1,0
Royal Yellow,Hazeldene,Hazeldene,0.106,0.679,0.49,0.357,0.111,-8.275,0.03,81.494,0.615,0,1,0
Aeble,Better By Your Side,Better By Your Side,0.00557,0.637,0.79,0.209,0.0682,-7.785,0.0424,121.997,0.584,0,5,0
salute,All About U,Condition,0.182,0.78,0.72,0.733,0.255,-7.479,0.0479,129.982,0.293,5,2,0
Luke Marzec,Saturday Went by Too Fast,Saturday Went by Too Fast,0.393,0.805,0.586,2.85e-05,0.252,-8.671,0.0901,106.978,0.486,3,1,0
Maverick Sabre,Into Nirvana,When I Wake Up,0.23,0.575,0.319,0.0239,0.0903,-11.404,0.0258,83.007,0.274,3,1,0
STRABE,Best Worst Year,Best Worst Year,0.344,0.707,0.706,0.0102,0.0938,-9.423,0.0664,119.984,0.594,0,1,0
MorMor,Heaven's Only Wishful - Jacques Greene Edit,Heaven's Only Wishful (Jacques Greene Edit),0.0501,0.693,0.636,0.754,0.107,-7.387,0.0358,103.002,0.168,5,2,0
Gold Fir,Fatal Fantasies,Prelude,0.45,0.815,0.808,0.613,0.0734,-6.038,0.0548,104.016,0.843,0,2,0
Wet,Old Bone - Jim-E Stack Remix,Old Bone (Jim-E Stack Remix),0.281,0.755,0.593,0.504,0.097,-9.472,0.0484,93.002,0.501,5,2,0
Jayda G,Both Of Us - Edit,Both Of Us,0.00851,0.735,0.71,0.762,0.0684,-10.222,0.0766,123.962,0.507,5,2,0
Pablo Nouvelle,The Kármán Line,Obsolete,0.337,0.819,0.512,0.815,0.176,-10.431,0.14,107.968,0.329,5,2,0
swim good now,Summer's Over,Part I,0.332,0.71,0.674,0.226,0.21,-8.146,0.0459,106.009,0.548,0,1,0
Tame Impala,Is It True - Four Tet Remix,Is It True (Four Tet Remix),0.469,0.697,0.598,0.118,0.0659,-7.722,0.0295,117.992,0.112,3,1,0
Litany,Bedroom,4 Track EP,0.0358,0.692,0.452,0.0,0.157,-8.18,0.116,184.876,0.623,2,0,0
Rhye,Feel Your Weight - Poolside Remix,Blood Remixed,0.665,0.741,0.592,0.854,0.116,-9.059,0.0308,111.984,0.822,5,2,0
HAIM,3 AM - Toro y Moi Remix,3 AM (Toro y Moi Remix),0.00499,0.473,0.59,0.045,0.0859,-7.275,0.0412,185.973,0.841,2,6,0
London Grammar,Lose Your Head,Lose Your Head,0.376,0.556,0.712,0.185,0.201,-7.261,0.0604,98.008,0.467,3,1,0
Kings of Leon,The Bandit,"The Bandit / 100,000 People",0.00863,0.394,0.833,0.811,0.109,-5.18,0.042,145.082,0.362,2,2,0
OTR,Heart - Alternative Version,Heart (Alternative Version),0.0125,0.611,0.56,2.11e-06,0.118,-6.788,0.0392,115.771,0.274,3,1,0
GOLDA,Slick Woods,Slick Woods,0.432,0.71,0.541,0.0,0.0999,-6.749,0.0578,68.957,0.222,3,1,0
Bombay Bicycle Club,Magnet - Live at Brixton,I Had The Blues But I Shook Them Loose (Live at Brixton),0.0039,0.429,0.935,0.551,0.921,-6.219,0.0569,142.051,0.194,6,4,5
FOZSA,escape (daydream) [feat. Adam LC],Coral,0.0965,0.652,0.604,0.0433,0.44,-9.976,0.0543,132.022,0.352,6,1,0
Gilligan Moss,Lee's Last Dance,Lee's Last Dance,0.345,0.667,0.519,0.00019,0.0566,-10.024,0.0397,126.978,0.381,3,1,0
Late June,Bloom,Bloom,0.667,0.6,0.447,0.891,0.112,-14.348,0.0421,124.004,0.0972,1,3,1
Star Slinger,The Meaning Of Life,The Meaning Of Life,0.0501,0.712,0.674,0.000248,0.196,-8.116,0.0826,94.021,0.516,0,5,0
Alex Lustig,Otherside - Night Edit,Otherside (Night Edit),0.865,0.678,0.152,0.925,0.0907,-22.41,0.134,107.065,0.281,1,3,1
Nick Murphy,Airplane Mode,Cassette #3,0.83,0.517,0.467,0.741,0.128,-14.769,0.0485,118.986,0.572,1,3,1
The Jungle Giants,In Her Eyes - Kornél Kovacs Remix,In Her Eyes (Kornél Kovacs Remix),0.0121,0.812,0.474,0.869,0.208,-9.821,0.0626,119.0,0.712,5,2,0
Bakar,"Having a Good Time, Sometimes","Having a Good Time, Sometimes",0.802,0.685,0.631,0.0246,0.107,-7.354,0.0675,82.0,0.46,3,1,0
Little Dragon,The Other Lover (Little Dragon & Moses Sumney),The Other Lover (Little Dragon & Moses Sumney),0.75,0.633,0.451,0.0581,0.0995,-9.66,0.133,162.112,0.475,3,1,0
Folamour,I Miss Having Someone to Talk To - Unplugged Version,I Miss Having Someone to Talk To (Unplugged Version),0.721,0.503,0.272,0.00147,0.255,-12.955,0.029,109.795,0.423,3,1,1
Sam i,One Last Time (Sensorium Ambient Dub),Random Shit From The Internet Era (Sensorium Dubs),0.994,0.236,0.152,0.893,0.113,-18.015,0.0365,99.413,0.0658,1,3,1
Ralph Myerz,Directions (Everything Is Possible) - Club Mix,Directions Remixes,0.00212,0.697,0.774,0.574,0.235,-8.959,0.0402,117.012,0.223,5,2,0
RKCB,A Place We Know,A Place We Know / Almost There,0.274,0.639,0.62,0.019,0.475,-11.096,0.139,117.992,0.358,6,1,0
zodivk,feelittoo (+),feelittoo (+),0.236,0.725,0.615,0.000449,0.0811,-8.721,0.0781,115.995,0.324,3,1,0
Josh Taylor,No Chance - Edit,No Chance (Edit),0.41,0.801,0.546,0.0963,0.115,-8.528,0.0461,105.024,0.149,3,1,0
Emerson Leif,Bad Company,Bad Company,0.744,0.737,0.289,0.000303,0.118,-10.252,0.049,108.002,0.298,3,1,0
Noah Slee,Way Back,Otherland,0.161,0.421,0.654,1.32e-06,0.451,-7.309,0.382,178.712,0.0924,2,0,6
Noah Slee,100,Otherland,0.138,0.803,0.7,0.293,0.0744,-10.451,0.183,100.0,0.689,0,0,0
Noah Slee,Sunrise,Otherland,0.39,0.728,0.703,0.000227,0.439,-6.144,0.534,97.538,0.666,4,0,2
Elderbrook,Something About You (with Rudimental) - Chill Mix,Something About You (with Rudimental) [Alternate Versions],0.365,0.8,0.516,0.00206,0.134,-8.076,0.127,106.122,0.443,3,1,0
Twenty One Pilots,Heathens,Heathens,0.0841,0.732,0.396,3.58e-05,0.105,-9.348,0.0286,90.024,0.548,3,1,0
Dub Pistols,Rub a Dub,Worshipping the Dollar,0.00151,0.546,0.885,0.349,0.171,-10.429,0.0608,174.915,0.486,2,6,0
Flaws,Missed Call,Missed Call,0.762,0.507,0.337,0.634,0.118,-14.199,0.0265,104.946,0.0365,1,3,1
LissA,Zimt,Zimt,0.202,0.82,0.511,2.05e-05,0.339,-6.325,0.0952,94.046,0.385,0,1,0
Laxcity,Good Morning,Good Morning,0.903,0.808,0.473,0.944,0.0858,-10.128,0.202,159.935,0.284,5,2,0
pluko,i want you,CLASS XIX,0.113,0.612,0.44,0.0139,0.0998,-9.845,0.0503,144.011,0.0562,3,1,0
TOKiMONSTA,Realla,Desiderium,0.443,0.628,0.602,0.0223,0.128,-8.45,0.051,129.95,0.237,3,1,0
Tep No,"Breathe, Be Happy","Breathe, Be Happy",0.461,0.68,0.67,0.00502,0.0981,-6.7,0.089,99.966,0.437,3,1,0
ford.,Bedford Falls,Bedford Falls,0.949,0.418,0.419,0.719,0.307,-8.706,0.0592,169.87,0.122,1,3,1
Big Wild,Touch,Touch,0.0373,0.702,0.55,0.00234,0.147,-7.524,0.0247,106.003,0.535,0,1,0
BAYNK,Simmer,Someone's EP II,0.718,0.849,0.336,0.274,0.147,-8.707,0.0662,114.04,0.25,3,1,0
Kayoh,Northwind,Northwind,0.0333,0.599,0.719,0.842,0.107,-8.438,0.121,159.969,0.0804,5,6,0
NoMBe,Summer's Gone,They Might've Even Loved Me,0.108,0.599,0.585,0.000982,0.121,-10.076,0.0554,145.933,0.177,3,1,0
FKJ,Better Give U Up,French Kiwi Juice,0.176,0.525,0.72,0.00648,0.0769,-6.916,0.169,91.708,0.483,0,0,0
LEISURE,Got It Bad,Leisure,0.00839,0.793,0.468,0.0786,0.0689,-10.054,0.0408,95.999,0.534,0,1,0
KAYTRANADA,CHANCES,NOTHIN LIKE U / CHANCES,0.204,0.835,0.527,0.000423,0.283,-7.272,0.128,106.003,0.611,0,1,0
Tom Misch,Can You Feel It,What Kinda Music (Bonus Tracks),0.583,0.629,0.581,0.761,0.259,-8.17,0.119,140.836,0.648,5,1,0
FKJ,Waiting,Take Off,0.386,0.674,0.643,0.17,0.106,-6.955,0.0436,82.103,0.358,3,1,0
NoMBe,Wait,They Might've Even Loved Me,0.219,0.762,0.459,0.0157,0.168,-8.202,0.0672,98.006,0.185,3,1,0
Chet Faker,Low,Low,0.131,0.651,0.533,0.181,0.158,-8.726,0.0592,79.538,0.573,0,1,0
FKJ,Drops,"TheSoundYouNeed, Vol. 2",0.319,0.856,0.383,0.000333,0.0978,-8.725,0.136,88.014,0.525,3,1,0
Winston Surfshirt,Smile,Apple Crumble,0.379,0.765,0.64,0.0105,0.116,-7.586,0.11,100.003,0.433,3,1,0
Maribou State,Vale,Kingdoms In Colour,0.388,0.693,0.67,0.772,0.152,-8.863,0.0425,145.01,0.725,5,1,0
inLu,Show,Show,0.171,0.431,0.547,0.0165,0.0994,-8.588,0.0346,127.989,0.219,3,1,0
Bou,Wormhole,Wormhole,0.00338,0.604,0.966,0.777,0.337,0.598,0.359,175.007,0.569,2,0,3
Cautious Clay,Cold War (Nick AM Remix),THE REMIXES,0.698,0.751,0.325,0.153,0.122,-14.284,0.378,125.992,0.43,4,1,2
Rickyxsan,LOVED FOREVER,LOVED FOREVER,0.551,0.534,0.371,0.0813,0.11,-9.718,0.0909,143.977,0.11,3,1,0
All the Rest,Sleeping With the Lights On,Our Youth,0.0687,0.643,0.509,2.04e-05,0.0715,-8.511,0.0898,149.971,0.736,0,1,0
Hanz,Ambivalence,Ambivalence,0.643,0.498,0.382,0.15,0.246,-11.555,0.104,108.745,0.141,3,3,1
ZenAware,Valleys,Valleys,0.586,0.727,0.396,0.126,0.101,-11.174,0.0519,106.045,0.346,3,1,0
Dugong Jr,Holding On,Holding On,0.521,0.643,0.416,0.0627,0.309,-10.302,0.0798,104.106,0.221,3,1,0
Hugo Mari,Mind's Eye,Mind's Eye,0.118,0.848,0.547,0.0566,0.714,-9.747,0.169,112.067,0.52,6,4,0
Ukiyo,Something Like This - Stripped,Something Like This (Stripped),0.704,0.627,0.245,0.0,0.112,-10.88,0.0888,63.695,0.117,3,1,0
Raphael Futura,Heartbeat,Riviera,0.0122,0.817,0.554,0.428,0.0854,-8.727,0.12,109.994,0.492,5,2,0
snctm.,omokage.,omokage.,0.376,0.824,0.529,0.856,0.0941,-7.683,0.0734,124.018,0.429,5,2,0
glue70,Throw Back,2070,0.448,0.757,0.556,0.0277,0.223,-7.544,0.275,81.927,0.409,4,0,0
Pastel,Daylight,Cereal,0.27,0.785,0.47,0.000221,0.0743,-9.462,0.141,95.01,0.731,0,1,0
Jye,Ridin' with You,Piccadilly Perfume,0.857,0.781,0.34,0.0192,0.116,-11.637,0.16,94.858,0.821,3,1,0
GEO,It Never Rains,It Never Rains,0.434,0.726,0.686,0.0794,0.165,-6.752,0.0415,103.065,0.369,3,1,0
Beshken,Holding Me,Holding Me,0.0484,0.743,0.605,0.543,0.1,-8.119,0.0519,90.009,0.165,5,2,0
Sycco,Dribble (feat. RIZ LA VIE) - Remix,Dribble (feat. RIZ LA VIE) [Remix],0.143,0.572,0.7,0.0,0.13,-5.266,0.0771,94.005,0.707,0,1,0
Havelock,Pheromones,Pheromones,0.587,0.788,0.477,0.00133,0.456,-9.91,0.166,108.027,0.459,6,1,0
FLYES,No Sleep,No Sleep,0.542,0.712,0.716,0.00054,0.343,-7.043,0.238,87.981,0.069,3,0,0
Harry Nathan,Sweet Release,Sweet Release,0.333,0.705,0.291,0.0166,0.0934,-14.487,0.0729,112.026,0.145,3,1,0
Herizen,Social Jungle - White Cliffs Remix,Social Jungle (Remixes),0.0748,0.776,0.709,0.00583,0.179,-3.993,0.126,107.938,0.491,0,5,0
Jarreau Vandal,Ginger Tea,Anthology,0.469,0.736,0.402,0.855,0.119,-9.049,0.0493,81.622,0.796,5,2,0
Sasha Rome,I Need,I Need,0.2,0.692,0.362,0.349,0.172,-8.229,0.128,114.99,0.324,3,2,0
Born Dirty,Alpha Omega,Alpha Omega / In The Shadows,0.000779,0.725,0.867,0.727,0.121,-5.638,0.0347,124.997,0.14,5,2,0
J. Worra,All Good,All Good,0.0122,0.826,0.713,0.87,0.114,-8.963,0.122,124.026,0.333,5,2,0
Dubfire,Lotus,Lotus,0.000986,0.747,0.646,0.868,0.0831,-9.574,0.0439,123.989,0.575,5,2,0
BermudaCal,Smoke In My Eyes,Smoke In My Eyes,0.376,0.692,0.366,0.111,0.0872,-9.966,0.0521,80.237,0.357,3,1,0
